ident,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,municipality,icao_code,iata_code
CYSY,small_airport,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,71.993896,-125.242996,282,CA,Sachs Harbour,CYSY,YSY
CYTA,medium_airport,Pembroke Airport,45.86439895629883,-77.25170135498047,529,CA,Pembroke,CYTA,YTA
CYTE,small_airport,Cape Dorset Airport,64.230003,-76.526703,164,CA,Kinngait,CYTE,YTE
CYTF,medium_airport,Alma Airport,48.5089,-71.641899,445,CA,Alma,CYTF,YTF
CYTH,medium_airport,Thompson Airport,55.80110168457031,-97.86419677734375,729,CA,Thompson,CYTH,YTH
CYTL,small_airport,Big Trout Lake Airport,53.817799,-89.896896,729,CA,Big Trout Lake,CYTL,YTL
CYTQ,small_airport,Tasiujaq Airport,58.667801,-69.955803,122,CA,Tasiujaq,CYTQ,YTQ
CYTR,medium_airport,CFB Trenton,44.118900299072266,-77.5280990600586,283,CA,Trenton,CYTR,YTR
CYTS,medium_airport,Timmins/Victor M. Power,48.569698333699996,-81.376701355,967,CA,Timmins,CYTS,YTS
CYTZ,medium_airport,Billy Bishop Toronto City Airport,43.627852,-79.39553,252,CA,Toronto,CYTZ,YTZ
CYUB,small_airport,Tuktoyaktuk / James Gruben Airport,69.433296,-133.026001,15,CA,Tuktoyaktuk,CYUB,YUB
CYUL,large_airport,Montreal / Pierre Elliott Trudeau International Airport,45.467837,-73.742294,118,CA,Montréal,CYUL,YUL
CYUT,small_airport,Naujaat Airport,66.521024,-86.225166,80,CA,Repulse Bay,CYUT,YUT
CYUX,medium_airport,Hall Beach Airport,68.7761,-81.2425,30,CA,Sanirajak,CYUX,YUX
CYUY,medium_airport,Rouyn Noranda Airport,48.20610046386719,-78.83560180664062,988,CA,Rouyn-Noranda,CYUY,YUY
CYVB,medium_airport,Bonaventure Airport,48.071098,-65.460297,123,CA,Bonaventure,CYVB,YVB
CYVC,medium_airport,La Ronge Airport,55.151401519800004,-105.262001038,1242,CA,La Ronge,CYVC,YVC
CYVG,small_airport,Vermilion Airport,53.357714,-110.827388,2025,CA,Vermilion,CYVG,YVG
CYVK,medium_airport,Vernon Regional Airport,50.246163,-119.330963,1140,CA,Vernon,CYVK,YVE
CYVL,small_airport,Tommy Kochon Airport,67.02015,-126.128364,870,CA,Colville Lake,CYVL,YCK
CYVM,small_airport,Qikiqtarjuaq Airport,67.54656,-64.03141,21,CA,Qikiqtarjuaq,CYVM,YVM
CYVO,medium_airport,Val-d'Or Airport,48.0532989502,-77.7827987671,1107,CA,Val-d'Or,CYVO,YVO
CYVP,medium_airport,Kuujjuaq Airport,58.096099853515625,-68.4269027709961,129,CA,Kuujjuaq,CYVP,YVP
CYVQ,medium_airport,Norman Wells Airport,65.28160095214844,-126.7979965209961,238,CA,Norman Wells,CYVQ,YVQ
CYVR,large_airport,Vancouver International Airport,49.193901,-123.183998,14,CA,Vancouver,CYVR,YVR
CYVT,small_airport,Buffalo Narrows Airport,55.8418998718,-108.417999268,1423,CA,Buffalo Narrows,CYVT,YVT
CYVV,medium_airport,Wiarton Airport,44.7458,-81.107201,729,CA,Wiarton,CYVV,YVV
CYVZ,small_airport,Deer Lake Airport,52.655613,-94.061208,1092,CA,Deer Lake,CYVZ,YVZ
CYWE,small_airport,Wekweètì Airport,64.190804,-114.077002,1208,CA,Wekweètì,CYWE,YFJ
CYWG,large_airport,Winnipeg / James Armstrong Richardson International Airport,49.909999847399995,-97.2398986816,783,CA,Winnipeg,CYWG,YWG
CYWH,seaplane_base,Victoria Harbour Seaplane Base,48.423782,-123.37198,,CA,Victoria,CYWH,YWH
CYWJ,small_airport,Déline Airport,65.211098,-123.435997,703,CA,Déline,CYWJ,YWJ
CYWK,medium_airport,Wabush Airport,52.92190170288086,-66.8644027709961,1808,CA,Wabush,CYWK,YWK
CYWL,medium_airport,Williams Lake Airport,52.1831016541,-122.054000854,3085,CA,Williams Lake,CYWL,YWL
CYWP,small_airport,Webequie Airport,52.959393,-87.374868,685,CA,Webequie,CYWP,YWP
CYWY,medium_airport,Wrigley Airport,63.20940017700195,-123.43699645996094,489,CA,Wrigley,CYWY,YWY
CYXC,medium_airport,Cranbrook/Canadian Rockies International Airport,49.610802,-115.781998,3082,CA,Cranbrook,CYXC,YXC
CYXE,large_airport,Saskatoon John G. Diefenbaker International Airport,52.170723,-106.700793,1653,CA,Saskatoon,CYXE,YXE
CYXH,medium_airport,Medicine Hat Regional Airport,50.018902,-110.721001,2352,CA,Medicine Hat,CYXH,YXH
CYXJ,medium_airport,Fort St John / North Peace Regional Airport,56.238098,-120.739998,2280,CA,Fort Saint John,CYXJ,YXJ
CYXK,medium_airport,Rimouski Airport,48.477644,-68.496323,82,CA,Rimouski,CYXK,YXK
CYXL,medium_airport,Sioux Lookout Airport,50.11389923095703,-91.9052963256836,1258,CA,Sioux Lookout,CYXL,YXL
CYXN,small_airport,Whale Cove Airport,62.240002,-92.598099,40,CA,Whale Cove,CYXN,YXN
CYXP,small_airport,Pangnirtung Airport,66.144878,-65.713606,75,CA,Pangnirtung,CYXP,YXP
CYXQ,medium_airport,Beaver Creek Airport,62.410301208496094,-140.86700439453125,2131,CA,Beaver Creek,CYXQ,YXQ
CYXR,medium_airport,Earlton (Timiskaming Regional) Airport,47.697400654599996,-79.8473453522,800,CA,Earlton,CYXR,YXR
CYXS,medium_airport,Prince George (International) Airport,53.884311,-122.666554,2267,CA,Prince George,CYXS,YXS
CYXT,medium_airport,Northwest Regional Airport Terrace-Kitimat,54.468498,-128.576009,713,CA,Terrace,CYXT,YXT
CYXU,medium_airport,London International Airport,43.032845,-81.149003,912,CA,London,CYXU,YXU
CYXX,medium_airport,Abbotsford International Airport,49.025299,-122.361,195,CA,Abbotsford,CYXX,YXX
CYXY,medium_airport,Whitehorse / Erik Nielsen International Airport,60.708533,-135.065705,2317,CA,Whitehorse,CYXY,YXY
CYXZ,medium_airport,Wawa Airport,47.96670150756836,-84.78669738769531,942,CA,Wawa,CYXZ,YXZ
CYYB,medium_airport,North Bay Jack Garland Airport,46.363602,-79.422798,1215,CA,North Bay,CYYB,YYB
CYYC,large_airport,Calgary International Airport,51.118822,-114.009933,3557,CA,Calgary,CYYC,YYC
CYYD,medium_airport,Smithers Airport,54.82469940185547,-127.18299865722656,1712,CA,Smithers,CYYD,YYD
CYYE,medium_airport,Fort Nelson Airport,58.8363990784,-122.597000122,1253,CA,Fort Nelson,CYYE,YYE
CYYF,medium_airport,Penticton Airport,49.46310043334961,-119.60199737548828,1129,CA,Penticton,CYYF,YYF
CYYG,medium_airport,Charlottetown Airport,46.288911,-63.125174,160,CA,Charlottetown,CYYG,YYG
CYYH,small_airport,Taloyoak Airport,69.5467,-93.576698,92,CA,Taloyoak,CYYH,YYH
CYYJ,large_airport,Victoria International Airport,48.647201,-123.427792,63,CA,Victoria,CYYJ,YYJ
CYYL,medium_airport,Lynn Lake Airport,56.86389923095703,-101.07599639892578,1170,CA,Lynn Lake,CYYL,YYL
CYYM,small_airport,Cowley Airport,49.636398315399994,-114.09400177,3876,CA,Cowley,CYYM,YYM
CYYN,medium_airport,Swift Current Airport,50.291900634799994,-107.691001892,2680,CA,Swift Current,CYYN,YYN
CYYQ,medium_airport,Churchill Airport,58.739200592041016,-94.06500244140625,94,CA,Churchill,CYYQ,YYQ
CYYR,medium_airport,Goose Bay Airport,53.3191986084,-60.4258003235,160,CA,Goose Bay,CYYR,YYR
CYYT,large_airport,St. John's International Airport,47.618599,-52.7519,461,CA,St. John's,CYYT,YYT
CYYU,medium_airport,Kapuskasing Airport,49.411587,-82.469645,743,CA,Kapuskasing,CYYU,YYU
CYYW,medium_airport,Armstrong Airport,50.29029846191406,-88.90969848632812,1058,CA,Armstrong,CYYW,YYW
CYYY,medium_airport,Mont Joli Airport,48.60860061645508,-68.20809936523438,172,CA,Mont-Joli,CYYY,YYY
CYYZ,large_airport,Toronto Pearson International Airport,43.675935,-79.629421,569,CA,Toronto,CYYZ,YYZ
CYZE,medium_airport,Gore Bay Manitoulin Airport,45.8853,-82.567802,623,CA,Gore Bay,CYZE,YZE
CYZF,medium_airport,Yellowknife International Airport,62.462799,-114.440002,675,CA,Yellowknife,CYZF,YZF
CYZG,small_airport,Salluit Airport,62.179401,-75.667198,743,CA,Salluit,CYZG,YZG
CYZH,medium_airport,Slave Lake Airport,55.292945,-114.777276,1912,CA,Slave Lake,CYZH,YZH
CYZP,medium_airport,Sandspit Airport,53.25429916379999,-131.813995361,21,CA,Sandspit,CYZP,YZP
CYZR,medium_airport,Chris Hadfield Airport,42.999401,-82.308899,594,CA,Sarnia,CYZR,YZR
CYZS,medium_airport,Coral Harbour Airport,64.1932983398,-83.3593978882,210,CA,Coral Harbour,CYZS,YZS
CYZT,medium_airport,Port Hardy Airport,50.680599212646484,-127.36699676513672,71,CA,Port Hardy,CYZT,YZT
CYZU,medium_airport,Whitecourt Airport,54.143902,-115.787003,2567,CA,Whitecourt,CYZU,YZU
CYZV,medium_airport,Sept-Îles Airport,50.22330093383789,-66.2656021118164,180,CA,Sept-Îles,CYZV,YZV
CYZW,medium_airport,Teslin Airport,60.17279815673828,-132.7429962158203,2313,CA,Teslin,CYZW,YZW
CYZX,medium_airport,CFB Greenwood,44.98440170288086,-64.91690063476562,92,CA,Greenwood,CYZX,YZX
CYZY,medium_airport,Mackenzie Airport,55.297786,-123.133907,2264,CA,Mackenzie,CYZY,
CZ-0161,small_airport,Luhačovice Airfield,49.088188,17.718769,,CZ,Luhačovice,LKLU,
CZAC,small_airport,York Landing Airport,56.089401,-96.089203,621,CA,York Landing,CZAC,ZAC
CZAM,medium_airport,Shuswap Regional Airport,50.682802,-119.228996,1751,CA,Salmon Arm,CZAM,YSN
CZBA,small_airport,Burlington Executive Airpark,43.441453,-79.850103,602,CA,Burlington,CZBA,
CZBB,medium_airport,Boundary Bay Airport,49.074338,-123.006877,6,CA,Delta,CZBB,YDT
CZBD,small_airport,Ilford Airport,56.051622,-95.61882,642,CA,Ilford,CZBD,ILF
CZBF,medium_airport,Bathurst Airport,47.6297,-65.738899,193,CA,South Tetagouche,CZBF,ZBF
CZBM,medium_airport,Bromont (Roland Désourdy) Airport,45.290798,-72.741402,375,CA,Bromont,CZBM,ZBM
CZEE,medium_airport,Kelsey Airport,56.0374984741,-96.50969696039999,600,CA,Kelsey,CZEE,KES
CZEM,small_airport,Eastmain River Airport,52.226398,-78.522499,24,CA,Eastmain River,CZEM,ZEM
CZFA,medium_airport,Faro Airport,62.20750045776367,-133.37600708007812,2351,CA,Faro,CZFA,ZFA
CZFD,small_airport,Fond-du-Lac Airport,59.3344,-107.181999,814,CA,Fond-du-Lac,CZFD,ZFD
CZFG,small_airport,Pukatawagan Airport,55.749199,-101.265999,958,CA,Pukatawagan,CZFG,XPK
CZFM,small_airport,Fort Mcpherson Airport,67.406993,-134.860182,116,CA,Fort Mcpherson,CZFM,ZFM
CZFN,small_airport,Tulita Airport,64.909496,-125.570297,332,CA,Tulita,CZFN,ZFN
CZGF,medium_airport,Grand Forks Airport,49.015598,-118.431,1720,CA,Grand Forks,CZGF,ZGF
CZGI,small_airport,Gods River Airport,54.839699,-94.078598,627,CA,Gods River,CZGI,ZGI
CZGR,small_airport,Little Grand Rapids Airport,52.045417,-95.46617,1005,CA,Little Grand Rapids,CZGR,ZGR
CZHP,small_airport,High Prairie Airport,55.3936,-116.474998,1974,CA,High Prairie,CZHP,ZHP
CZJG,medium_airport,Jenpeg Airport,54.51890182495117,-98.04609680175781,729,CA,Jenpeg,CZJG,ZJG
CZJN,medium_airport,Swan River Airport,52.120602,-101.236,1100,CA,Swan River,CZJN,ZJN
CZKE,small_airport,Kashechewan Airport,52.282501,-81.677803,35,CA,Kashechewan,CZKE,ZKE
CZLQ,medium_airport,Thicket Portage Airport,55.31890106201172,-97.70780181884766,678,CA,Thicket Portage,CZLQ,YTD
CZMD,small_airport,Muskrat Dam Airport,53.441399,-91.762802,911,CA,Muskrat Dam,CZMD,MSA
CZML,small_airport,South Cariboo Region / 108 Mile Airport,51.736099243199995,-121.333000183,3126,CA,108 Mile,CZML,ZMH
CZMN,medium_airport,Pikwitonei Airport,55.58890151977539,-97.16419982910156,630,CA,Pikwitonei,CZMN,PIW
CZMT,medium_airport,Masset Airport,54.0275,-132.125,25,CA,Masset,CZMT,ZMT
CZNG,small_airport,Poplar River Airport,52.996526,-97.274194,728,CA,Poplar River,CZNG,XPP
CZNL,small_airport,Nelson Airport,49.494202,-117.301003,1755,CA,Nelson,CZNL,
CZPB,small_airport,Sachigo Lake Airport,53.890885,-92.195935,876,CA,Sachigo Lake,CZPB,ZPB
CZPC,medium_airport,Pincher Creek Airport,49.520429,-113.997002,3903,CA,Pincher Creek,CZPC,WPC
CZPO,small_airport,Pinehouse Lake Airport,55.5280990601,-106.582000732,1278,CA,Pinehouse Lake,CZPO,ZPO
CZRJ,small_airport,Round Lake (Weagamow Lake) Airport,52.9436,-91.312798,974,CA,Round Lake,CZRJ,ZRJ
CZSJ,medium_airport,Sandy Lake Airport,53.06420135498047,-93.34439849853516,951,CA,Sandy Lake,CZSJ,ZSJ
CZSN,small_airport,South Indian Lake Airport,56.792801,-98.907204,951,CA,South Indian Lake,CZSN,XSI
CZST,medium_airport,Stewart Airport,55.935410448,-129.982434511,24,CA,Stewart,CZST,ZST
CZSW,seaplane_base,Prince Rupert/Seal Cove Seaplane Base,54.333302,-130.283005,,CA,Prince Rupert,CZSW,ZSW
CZTA,small_airport,Bloodvein River Airport,51.784568,-96.692305,721,CA,Bloodvein River,CZTA,YDV
CZTM,small_airport,Shamattawa Airport,55.86356,-92.081137,289,CA,Shamattawa,CZTM,ZTM
CZUC,medium_airport,Ignace Municipal Airport,49.428204,-91.720418,1435,CA,Ignace,CZUC,ZUC
CZUM,small_airport,Churchill Falls Airport,53.5619010925293,-64.10639953613281,1442,CA,Churchill Falls,CZUM,ZUM
CZVL,small_airport,Edmonton / Villeneuve Airport,53.6675,-113.853996,2256,CA,Edmonton,CZVL,
CZWH,small_airport,Lac Brochet Airport,58.614279,-101.468954,1211,CA,Lac Brochet,CZWH,XLB
CZWL,small_airport,Wollaston Lake Airport,58.106899,-103.171997,1360,CA,Wollaston Lake,CZWL,ZWL
DA11,small_airport,Hamaguir Airport,30.879,-3.06775,2454,DZ,Hamaguir,DAOM,
DAAB,medium_airport,Blida Airport,36.503601,2.81417,535,DZ,Blida,DAAB,
DAAD,medium_airport,Bou Saada Airport,35.3325,4.20639,1506,DZ,Ouled Sidi Brahim,DAAD,BUJ
DAAE,large_airport,Soummam–Abane Ramdane Airport,36.712547,5.069909,20,DZ,Béjaïa,DAAE,BJA
DAAG,large_airport,Houari Boumediene Airport,36.693886,3.214531,82,DZ,Algiers,DAAG,ALG
DAAJ,large_airport,Tiska Djanet Airport,24.285448,9.463652,3176,DZ,Djanet,DAAJ,DJG
DAAK,medium_airport,Boufarik Air Base,36.545799,2.87611,335,DZ,Boufarik,DAAK,
DAAM,small_airport,Telerghma Airport,36.1087,6.3646,2484,DZ,Telerghma,DAAM,
DAAN,small_airport,Reggane Air Base,26.712418,0.288219,955,DZ,Reggane,DAAN,
DAAP,medium_airport,Illizi Takhamalt Airport,26.723499,8.62265,1778,DZ,Illizi,DAAP,VVZ
DAAQ,small_airport,Ain Oussera Airport,35.525398,2.87871,2132,DZ,Ain Oussera,DAAQ,
DAAS,medium_airport,Ain Arnat Airport,36.178488,5.329909,3360,DZ,Sétif,DAAS,QSF
DAAT,large_airport,Aguenar – Hadj Bey Akhamok Airport,22.810992,5.450832,4518,DZ,Tamanrasset,DAAT,TMR
DAAV,large_airport,Jijel Ferhat Abbas Airport,36.794125,5.873652,36,DZ,Tahir,DAAV,GJL
DAAW,small_airport,Bordj Omar Driss Airport,28.136042,6.836156,1207,DZ,Bordj Omar Driss,DAAW,
DAAX,small_airport,Chéraga Airport,36.7782,2.9284,396,DZ,Chéraga,DAAX,
DAAY,medium_airport,Mecheria Airport,33.535900116,-0.242353007197,3855,DZ,Mecheria,DAAY,MZW
DAAZ,medium_airport,Relizane Airport,35.752955,0.625877,282,DZ,Relizane,DAAZ,
DABB,large_airport,Annaba Rabah Bitat Airport,36.826781,7.81334,16,DZ,Annaba,DABB,AAE
DABC,large_airport,Mohamed Boudiaf International Airport,36.276001,6.62039,2265,DZ,Constantine,DABC,CZL
DABS,medium_airport,Cheikh Larbi Tébessi Airport,35.4315986633,8.12071990967,2661,DZ,Tébessi,DABS,TEE
DABT,large_airport,Batna Mostefa Ben Boulaid Airport,35.752102,6.30859,2697,DZ,Batna,DABT,BLJ
DAEN,small_airport,Rhoud Nouss Airport,29.728878,6.711316,830,DZ,Rhoude Nouss,DAEN,
DAFH,medium_airport,Hassi R'Mel Airport,32.930401,3.31154,2540,DZ,Hassi R'Mel,DAFH,HRM
DAFI,small_airport,Tsletsi Airport,34.6657,3.351,3753,DZ,Djelfa,DAFI,
DAOB,medium_airport,Abdelhafid Boussouf Bou Chekif Airport,35.341099,1.46315,3245,DZ,Tiaret,DAOB,TID
DAOC,small_airport,Béchar Ouakda Aerodrome,31.642901,-2.18466,2660,DZ,Béchar,DAOC,
DAOE,small_airport,Bousfer Air Base,35.735401,-0.805389,187,DZ,Bousfer,DAOE,
DAOF,medium_airport,Tindouf Airport,27.7003993988,-8.167099952700001,1453,DZ,Tindouf,DAOF,TIN
DAOH,small_airport,Chenachene Airport,26.050969,-4.220039,1229,DZ,Chenachen,DAOH,
DAOI,large_airport,Chlef Aboubakr Belkaid International Airport,36.216614,1.341114,463,DZ,Chlef,DAOI,CFK
DAOL,medium_airport,Oran Tafraoui Airport,35.5424,-0.532278,367,DZ,Tafraoui,DAOL,TAF
DAON,large_airport,Zenata – Messali El Hadj Airport,35.012732,-1.457117,814,DZ,Zenata,DAON,TLM
DAOO,large_airport,Oran Es-Sénia (Ahmed Ben Bella) International Airport,35.620648,-0.622486,295,DZ,Es-Sénia,DAOO,ORN
DAOR,medium_airport,Béchar Boudghene Ben Ali Lotfi Airport,31.645700454711914,-2.269860029220581,2661,DZ,Béchar,DAOR,CBH
DAOS,small_airport,Sidi Bel Abbes Airport,35.1717987061,-0.593275010586,1614,DZ,Sidi Bel Abbès,DAOS,BFW
DAOV,medium_airport,Ghriss Airport,35.207699,0.147142,1686,DZ,Ghriss,DAOV,MUW
DAOY,small_airport,El Bayadh Airport,33.721667,1.0925,4493,DZ,El Bayadh,DAOY,EBH
DATG,small_airport,In Guezzam Airport,19.560518,5.749326,1312,DZ,In Guezzam,DATG,INF
DATM,medium_airport,Bordj Badji Mokhtar Airport,21.3778,0.92698,1303,DZ,Bordj Badji Mokhtar,DATM,BMW
DAUA,medium_airport,Touat-Cheikh Sidi Mohamed Belkebir Airport,27.837601,-0.186414,919,DZ,Adrar,DAUA,AZR
DAUB,large_airport,Biskra - Mohamed Khider Airport,34.79318,5.738899,289,DZ,Biskra,DAUB,BSK
DAUE,medium_airport,El Golea Airport,30.580732,2.861595,1306,DZ,El Menia,DAUE,ELG
DAUG,medium_airport,Noumérat - Moufdi Zakaria Airport,32.384102,3.79411,1512,DZ,El Atteuf,DAUG,GHA
DAUH,medium_airport,Hassi Messaoud-Oued Irara Krim Belkacem Airport,31.673,6.14044,463,DZ,Hassi Messaoud,DAUH,HME
DAUI,medium_airport,In Salah Airport,27.250999,2.51202,896,DZ,In Salah,DAUI,INZ
DAUK,medium_airport,Touggourt Sidi Madhi Airport,33.067799,6.08867,279,DZ,Touggourt,DAUK,TGR
DAUL,medium_airport,Laghouat - Molay Ahmed Medeghri Airport,33.7644,2.92834,2510,DZ,Laghouat,DAUL,LOO
DAUO,medium_airport,Guemar Airport - مطار قمار بالوادي,33.511398,6.77679,203,DZ,Guemar,DAUO,ELU
DAUT,medium_airport,Timimoun Airport,29.237101,0.276033,1027,DZ,Timimoun,DAUT,TMX
DAUU,medium_airport,Ain Beida Airport,31.9172,5.41278,492,DZ,Ouargla,DAUU,OGX
DAUZ,medium_airport,Zarzaitine - In Aménas Airport,28.0515,9.64291,1847,DZ,In Aménas,DAUZ,IAM
DBBB,large_airport,Cotonou Cadjehoun International Airport,6.35723,2.38435,19,BJ,Cotonou,DBBB,COO
DBBC,small_airport,Bohicon/Cana Airport,7.125417,2.046806,548,BJ,Bohicon,DBBC,
DBBD,small_airport,Djougou Airport,9.69208333333,1.63777777778,1480,BJ,Djougou,DBBD,DJA
DBBK,small_airport,Kandi Airport,11.14479,2.940381,951,BJ,Kandi,DBBK,KDC
DBBN,small_airport,Natitingou Airport,10.376965,1.360507,1512,BJ,Natitingou,DBBN,NAE
DBBO,small_airport,Porga Airport,11.046563,0.992613,531,BJ,Porga,DBBO,
DBBP,small_airport,Parakou Airport,9.35768985748291,2.609679937362671,1266,BJ,Parakou,DBBP,PKO
DBBR,small_airport,Bembereke Airport,10.27409,2.697082,1188,BJ,Bembereke,DBBR,
DBBS,small_airport,Savé Airport,8.018170356750488,2.4645800590515137,597,BJ,Savé,DBBS,SVF
DE-0004,small_airport,Gransee Airfield,53.00628,13.202177,164,DE,Gransee,EDUG,
DE-0043,small_airport,Wilsche Glider Field,52.524677,10.462597,191,DE,Gifhorn,EDVQ,
DE-0047,small_airport,Wächtersberg-Hub Glider Airfield,48.614931,8.755457,1965,DE,Wildberg,EDSV,
DE-0106,small_airport,Hoya Airfield,52.8119,9.1638,53,DE,Hoya,EDHY,
DE-0113,small_airport,Blexen Airfield,53.5383,8.5388,10,DE,Blexen,EDWT,
DE-0125,small_airport,Peine-Glindbruchkippe Airfield,52.3238,10.1815,246,DE,Peine,EDVP,
DE-0202,small_airport,Eutingen Airfield,48.485439,8.778033,1640,DE,Eutingen im Gäu,EDTE,
DE-0256,small_airport,Perleberg Glider Field,53.070464,11.818672,91,DE,,EDUP,
DE-0289,small_airport,Imsweiler UL,49.606543,7.795593,950,DE,Imsweiler,EDRQ,
DE-0295,small_airport,Müllheim Airfield,47.824316,7.639475,955,DE,Müllheim,EDSM,
DE-0298,small_airport,Deckenpfronn-Egelsee Airfield,48.6385,8.8175,1895,DE,Sindelfingen,EDSD,
DE-0300,small_airport,Bohlhof Glider Field,47.6509,8.3867,1885,DE,Wutöschingen,EDTA,
DE-0310,small_airport,Hütten Glider Field,47.6333,7.9412,2885,DE,Rickenbach,EDSF,
DE-0334,small_airport,Sinsheim Airfield,49.2472,8.8938,519,DE,Sinsheim,EDTK,
DE-0367,small_airport,Iserlohn-Sümmern Glider Field,51.436389,7.699722,591,DE,Iserlohn,EDKS,
DEX,small_airport,Nop Goliat Dekai Airport,-4.8557,139.482006,198,ID,Dekai,WAVD,DEX
DFCA,small_airport,Kaya Airport,13.077361,-1.100278,984,BF,Kaya,DFCA,XKY
DFCB,small_airport,Barsalogho Airport,13.4,-1.067,1083,BF,Barsalogho,DFCB,
DFCC,small_airport,Ouahigouya Airport,13.655287,-2.322067,1089,BF,Ouahigouya,DFCC,OUG
DFCD,small_airport,Didyr Airport,12.55,-2.617,958,BF,Didyr,DFCD,
DFCG,small_airport,Kongoussi Airport,13.317,-1.533,1056,BF,Kongoussi,DFCG,
DFCJ,small_airport,Djibo Airport,14.125,-1.624722,1001,BF,Djibo,DFCJ,XDJ
DFCK,small_airport,Koudougou Airport,12.267,-2.4,1001,BF,Koudougou,DFCK,
DFCL,small_airport,Leo Airport,11.1,-2.1,1181,BF,Leo,DFCL,XLU
DFCP,small_airport,Po Airport,11.179139,-1.148472,1050,BF,Po,DFCP,PUP
DFCR,small_airport,Poura Airport,11.617425,-2.753686,853,BF,Poura,DFCR,
DFCS,small_airport,Seguenega Airport,13.440602,-1.994359,1139,BF,Seguenega,DFCS,
DFEA,small_airport,Boulsa Airport,12.65,-0.567,984,BF,Boulsa,DFEA,XBO
DFEB,small_airport,Bogande Airport,12.983,-0.167,984,BF,Bogande,DFEB,XBG
DFED,small_airport,Diapaga Airport,12.060324,1.784631,951,BF,Diapaga,DFED,DIP
DFEE,small_airport,Dori Airport,14.021638,-0.068207,925,BF,Dori,DFEE,DOR
DFEF,small_airport,Fada N'gourma Airport,12.038931,0.362798,1011,BF,Fada N'gourma,DFEF,FNG
DFEG,small_airport,Gorom-Gorom Airport,14.454174,-0.218644,935,BF,Gorom-Gorom,DFEG,XGG
DFEL,small_airport,Kantchari Airport,12.464046,1.492939,879,BF,Kantchari,DFEL,XKA
DFEM,small_airport,Tambao Airport,14.790874,0.039492,820,BF,Tambao,DFEM,TMQ
DFEP,small_airport,Pama Airport,11.25,0.7,699,BF,Pama,DFEP,XPA
DFER,small_airport,Arly Airport,11.597,1.483,761,BF,Arly,DFER,ARL
DFES,small_airport,Sebba Airport,13.45,0.517,886,BF,Sebba,DFES,XSE
DFET,small_airport,Tenkodogo Airport,11.801149,-0.371377,1017,BF,Tenkodogo,DFET,TEG
DFEZ,small_airport,Zabré Airport,11.167,-0.617,886,BF,Zabré,DFEZ,XZA
DFFD,large_airport,Ouagadougou Thomas Sankara International Airport,12.3532,-1.51242,1037,BF,Ouagadougou,DFFD,OUA
DFOA,small_airport,Dano Airport,11.133,-3.067,935,BF,Dano,DFOA,
DFOB,small_airport,Banfora Airport,10.688861,-4.727726,984,BF,Banfora,DFOB,BNR
DFOD,small_airport,Dedougou Airport,12.459,-3.49,984,BF,Dedougou,DFOD,DGU
DFOG,small_airport,Gaoua Airport,10.384059,-3.163454,1099,BF,Gaoua,DFOG,XGA
DFOH,small_airport,Houndé Airport,11.491211,-3.512817,1063,BF,Houndé,DFOH,
DFON,small_airport,Nouna Airport,12.75,-3.867000103,886,BF,Nouna,DFON,XNU
DFOO,large_airport,Bobo Dioulasso Airport,11.1601,-4.33097,1511,BF,Bobo Dioulasso,DFOO,BOY
DFOR,small_airport,Orodara Airport,10.986103,-4.924793,1706,BF,Orodara,DFOR,
DFOT,small_airport,Tougan Airport,13.059091,-3.077291,984,BF,Tougan,DFOT,TUQ
DFOU,small_airport,Diebougou Airport,10.95,-3.25,984,BF,Diebougou,DFOU,XDE
DFOY,small_airport,Aribinda Airport,14.217000007600001,-0.883000016212,1122,BF,Aribinda,DFOY,XAR
DGAA,large_airport,Kotoka International Airport,5.605189800262451,-0.16678600013256073,205,GH,Accra,DGAA,ACC
DGAH,medium_airport,Ho Airport,6.579691,0.532547,356,GH,Ho,DGAH,
DGLE,large_airport,Yakubu Tali International Airport,9.553909,-0.86606,553,GH,Tamale,DGLE,TML
DGLN,small_airport,Navrongo Airport,10.943081,-1.087356,678,GH,Navrongo,DGLN,
DGLW,small_airport,Wa Airport,10.0827,-2.50769,1060,GH,Wa,DGLW,WZA
DGLY,small_airport,Yendi Airport,9.425,-0.004722,2408,GH,Yendi,DGLY,
DGSI,large_airport,Prempeh I International Airport,6.71456,-1.59082,942,GH,Kumasi,DGSI,KMS
DGSN,medium_airport,Sunyani Airport,7.36183,-2.32876,1014,GH,Sunyani,DGSN,NYI
DGTK,medium_airport,Takoradi Airport,4.896059989929199,-1.7747600078582764,21,GH,Sekondi-Takoradi,DGTK,TKD
DIAO,small_airport,Aboisso Airport,5.461944,-3.234722,95,CI,Aboisso,DIAO,ABO
DIAP,large_airport,Félix-Houphouët-Boigny International Airport,5.26139,-3.92629,21,CI,Abidjan,DIAP,ABJ
DIAU,small_airport,Abengourou Airport,6.71556,-3.47028,676,CI,Abengourou,DIAU,OGO
DIBC,small_airport,Bocanda Airport,7.033,-4.533,427,CI,Bocanda,DIBC,
DIBI,small_airport,Boundiali Airport,9.540571,-6.469831,1286,CI,Boundiali,DIBI,BXI
DIBK,medium_airport,Bouaké Airport,7.7388,-5.07367,1230,CI,Bouaké,DIBK,BYK
DIBN,small_airport,Bouna Airport,9.255556,-3.033333,1148,CI,Bouna,DIBN,BQO
